Old,New
'88.92.5',RM HEART <CINE RM>#88.92.5
'88.92.7',MRI RIGHT BREAST +CONTRAST#88.92.7
'88.92.8',MRI breasts#88.92.8
'88.92.9',MRI BREASTS WITHOUT+CONTRAST#88.92.9
'88.93',MRI LUMBOSACRAL SPINE#88.93
'88.93.1',MRI CERVICAL SPINE+CONTRAST#88.93.1
'88.94.1',MRI RIGHT KNEE#88.94.1
'88.95.2',MRI UPPER ABDOMEN +CONTRAST#88.95.2
'88.95.5',MRI LOWER ABDOMEN AND PELVIS +CONTRAST#88.95.5
'88.99.2',LUMBAR AND FEMORAL DENSITOMETRY <DEXA>#88.99.2
'89.01',V.CARDIOLOGICA control#89.01
'89.11',TONOMETRY#89.11
'89.13',V. NEUROLOGICAL#89.13
'89.14',EEG#89.14
'89.15.1',ACOUSTIC EVOKED POTENTIALS#89.15.1
'89.17',POLYSOMNOGRAM#89.17
'89.24',UROFLOWOMETRY#89.24
'89.26',V.GYNECOLOGICAL#89.26
'89.37.2',SPIROMETRY <BREATHING TESTS>#89.37.2
'89.38.2',GLOBAL SPIROMETRY PLETHYSMGR TECHNIQUE.#89.38.2
'89.38.3',CAPILLARY ALVEOLUS DIFFUSION OF THE CO#89.38.3
'89.43',EFFORT ECG <CYCLE ERGOMETER>#89.43
'89.44',THALLIUM CARDIAC SCINS <EFFORT TEST>#89.44
'89.44.1',CARDIORESPIRATORY EFFORT TEST#89.44.1
'89.48.1',PACE MAKER CONTROL AND PROGRAMMING#89.48.1
'89.50',DYNAMIC ECG <HOLTER>#89.50
'89.52',ECG#89.52
'89.61.1',PRESSURE HOLTER#89.61.1
'89.65.1',BLOOD ANALYSIS#89.65.1
'89.7',V.SENOLOGICA#89.7
'89.90.2',MUD + THERAPEUTIC BATH#89.90.2
'89.90.3',BATH FOR ARTHRHEUMATIC DISEASES#89.90.3
'89.90.4',BATH FOR DERMATOLOGICAL DISEASES#89.90.4
'89.92.4',DROPINIC TREATMENT SESSION FOR URINARY STONES#89.92.4
'89.92.5',DROPINIC TREATMENT SESSION FOR SICKNESS. APP. GASTROENTERIC#89.92.5
'90.01.3',17 KETOSTEROIDS urine#90.01.3
'90.01.5',BILE ACIDS#90.01.5
'90.03.4',VALPROIC ACID#90.03.4
'90.04.5',ALT <GPT> <ALANINE AMINOTRANSFERASE> <S>#90.04.5
'90.05.1',PREALBUMIN#90.05.1
'90.05.3',ALDOSTERONE <S>#90.05.3
'90.05.5',ALPHA 1 FETOPROTEIN <S>#90.05.5
'90.06.4',AMYLASE#90.06.4
'90.07.5',AMMONIEMIA#90.07.5
'90.09.1',HAPTOGLOBIN#90.09.1
'90.09.2',AST <GOT> <ASPARTATE AMINOTRANSFERASE>#90.09.2
'90.09.4',BENZODIAZEPINES#90.09.4
'90.10.1',BETA2 MICROGLOBULIN#90.10.1
'90.10.2',BICARBONATES <HYDROGENCARBONATE>#90.10.2
'90.10.4',TOTAL BILIRUBIN#90.10.4
'90.10.5',TOTAL AND FRACTIONAL BILIRUBIN#90.10.5
'90.11.4',SOCCER#90.11.4
'90.11.5',CALCITONIN#90.11.5
'90.11.6',IONIZED CALCIUM#90.11.6
'90.12.3',CARBAMAZEPINE#90.12.3
'90.12.4',TOTAL URINARY CATECHOLAMINES#90.12.4
'90.12.A',CALPROTECTIN IMMUNOMETRIC feces#90.12.A
'90.13.3',CHLORINE#90.13.3
'90.13.5',COBALAMIN <VIT.B12>#90.13.5
'90.14.1',HDL CHOLESTEROL#90.14.1
'90.14.2',LDL CHOLESTEROL#90.14.2
'90.14.3',TOTAL CHOLESTEROL#90.14.3
'90.14.4',CHOLINESTERASE <PSEUDO THAT>#90.14.4
'90.15.2',ACTH <CORTICOTROPIN>#90.15.2
'90.15.3',CORTISOL#90.15.3
'90.15.4',CPK <CREATINKINASE> <CK>#90.15.4
'90.15.5',CPK MB <CREATIN KINASE ISOENZYME MB><CK>#90.15.5
'90.16.3',CREATININE#90.16.3
'90.16.4',CREATININE CLEARANCE#90.16.4
'90.17.2',DEAS <DEHYDROEPIANDROSTERONE SULFATE>#90.17.2
'90.17.3',DELTA 4 ANDROSTENEDIONE#90.17.3
'90.17.6',DESIALO TRANSFERRIN#90.17.6
'90.18.1',NOREPINEPHRINE urine#90.18.1
'90.18.3',AMPHETAMINE#90.18.3
'90.18.4',NSE <NEURONE SPECIFIC ENOLASE>#90.18.4
'90.18.5',ERYTHROPOIETIN#90.18.5
'90.18.8',CHROMOGRANIN#90.18.8
'90.19.2',E2 <ESTRADIOL>#90.19.2
'90.21.1',DIGOXIN#90.21.1
'90.21.3',STOOL CHEMICAL AND MICROSCOPIC EXAMINATION#90.21.3
'90.21.4',STOOL OCCULT BLOOD ON 3 SAMPLES#90.21.4
'90.21.7',PHENOBARBITAL#90.21.7
'90.22.3',FERRITIN#90.22.3
'90.22.5',IRON <SIDEREMIA>#90.22.5
'90.23.2',FOLATES#90.23.2
'90.23.3',FSH <FOLLITROPIN>#90.23.3
'90.23.5',ALKALINE PHOSPHATASE#90.23.5
'90.24.3',INORGANIC PHOSPHATE <S>#90.24.3
'90.24.5',PHOSPHORUS#90.24.5
'90.25.5',GAMMA GT <GAMMA GLUTAMIL TRANSP.> <S>#90.25.5
'90.26.4',GLUCOSE LOAD CURVE 75 gr withdrawal 2h#90.26.4
'90.27.1',GLUCOSE#90.27.1
'90.27.3',PREGNANCY TEST#90.27.3
'90.27.4',CHORIONIC GONADOTROPIN free beta<S>#90.27.4
'90.28.1',GLYCATED HEMOGLOBIN#90.28.1
'90.28.4',BENCE JONES URINE#90.28.4
'90.29.2',LDH <LACTATE DEHYDROGENASE>#90.29.2
'90.30.2',LIPASE#90.30.2
'90.31.4',SPERMIOGRAM <FERTILITY INDEX>#90.31.4
'90.32.2',LITHIUM#90.32.2
'90.32.3',LH <LUTEOTROPIN> <S>#90.32.3
'90.32.5',TOTAL MAGNESIUM#90.32.5
'90.33.4',MICROALBUMINURIA#90.33.4
'90.34.6',HOMOCYSTEINE#90.34.6
'90.35.1',GH <SOMATOTROPIC HORMONE>#90.35.1
'90.35.3',OXALATE urine#90.35.3
'90.35.5',PTH <PARATORMONE>#90.35.5
'90.36.6',BRAIN NATRIURETIC PEPTIDE (BNP or NT)#90.36.6
'90.37.4',POTASSIUM#90.37.4
'90.38.1',PROGESTERONE#90.38.1
'90.38.2',PRL <PROLACTIN>#90.38.2
'90.38.4',PROTIDOGRAM + TOTAL PROTEINS#90.38.4
'90.38.5',PROTEINURIA#90.38.5
'90.39.1',URINARY PROTEIN ELECTROPHORESIS#90.39.1
'90.40.2',RENINA#90.40.2
'90.40.4',SODIUM#90.40.4
'90.40.6',SOMATOMEDINA C#90.40.6
'90.41.3',TESTOSTERONE <P>#90.41.3
'90.41.4',FREE TESTOSTERONE#90.41.4
'90.41.5',TG <THYROGLOBULIN>#90.41.5
'90.42.1',TSH <THYROTROPIN>#90.42.1
'90.42.3',T4 FREE <FREE THYROXINE>#90.42.3
'90.42.4',TRANSFERRIN ferrobinding capacity#90.42.4
'90.42.5',TRANSFERRIN#90.42.5
'90.43.2',TRIGLYCERIDES#90.43.2
'90.43.3',T3 FREE <FREE TRIODOTYRONINE>#90.43.3
'90.43.5',URICEMIA#90.43.5
'90.44.1',UREA <AZOTEMIA>#90.44.1
'90.44.3',URINE complete examination#90.44.3
'90.44.5',VITAMIN D#90.44.5
'90.45.4',ZINC#90.45.4
'90.46.5',LAC <LUPUS-LIKE ANTICOAGULANT>#90.46.5
'90.47.3',ANTI-CITRULLINE ANTIBODIES#90.47.3
'90.47.5',ANTI CARDIOLIPIN Ab (IgG IgA)#90.47.5
'90.47.7',GLUTAMAMIA ANTICARBOXYLASE ANTIBODIES#90.47.7
'90.48.1',Ab ANTI GASTR PARIETAL CELLS. <PCA>#90.48.1
'90.48.2',ANTI NEUTROPHILE CYTOPLASM Ab <ANCA>#90.48.2
'90.48.3',Ab ANTI NATIVE DNA#90.48.3
'90.49.3',INDIRECT COOMBS TEST#90.49.3
'90.49.5',Ab ANTI TRANSGLUTAMINASE#90.49.5
'90.50.5',Ab ANTI PANCREATIC ISSULA <ICA>#90.50.5
'90.51.4',ANTI THYROPEROXIDASE Ab <AbTPO>#90.51.4
'90.51.5',Ab ANTI LIVER AND KIDNEY MICROSOMES <LKMA>#90.51.5
'90.52.1',Ab ANTI MITOCHONDRIA <AMA>#90.52.1
'90.52.2',Ab ANTI SMOOTH MUSCLE <ASTHMA>#90.52.2
'90.52.4',ANTI NUCLEUS Ab <ANA>#90.52.4
'90.53.5',AB ANTI TSH RECEPTORS<TRAB>#90.53.5
'90.54.4',ANTI THYROGLOBULIN Ab <TG>#90.54.4
'90.55.1',CA 125 <CARBOHYDRATE ANTIGEN 125>#90.55.1
'90.55.2',CA 15.3 <CARBOHYDRATE ANTIGEN>#90.55.2
'90.55.3',CA 19.9 <CARBOHYDRATE ANTIGEN>#90.55.3
'90.56.1',CA 72-4 <CARBOHYDRATE ANTIGEN 72-4>#90.56.1
'90.56.3',CEA <EMBRYONIC CARCINO ANTIGEN>#90.56.3
'90.56.4',TPA <TISSUE POLYPEPTIDE ANTIGEN>#90.56.4
'90.56.5',PSA <PROSTATIC SPECIFIC ANTIGEN>#90.56.5
'90.56.6',PSA FREE#90.56.6
'90.57.3',HLA B27 <Ag>#90.57.3
'90.57.5',ANTITHROMBIN III#90.57.5
'90.58.2',DIRECT COOMBS TEST#90.58.2
'90.60.2',COMPLEMENT: C3#90.60.2
'90.61.1',CRYOGLOBULIN RESEARCH#90.61.1
'90.61.4',D DIMER (EIA)#90.61.4
'90.62.2',BLOOD CHROME+FORMULA#90.62.2
'90.63.3',BONE Marrow EXAMINATION#90.63.3
'90.64.2',RHEUMATOID FACTOR <RHEUMA TEST>#90.64.2
'90.64.3',CLOTTING FACTOR II#90.64.3
'90.65.1',FIBRINOGEN#90.65.1
'90.65.3',BLOOD GROUP ABO and Rh#90.65.3
'90.66.5',HEMOGLOBIN ELECTROPHORESIS#90.66.5
'90.68.1',SPECIFIC IgE: QUANTITATIVE RAST 12 per.#90.68.1
'90.68.3',IGE TOTALI-PRIST#90.68.3
'90.69.2',IMMUNOFIXATION#90.69.2
'90.69.4',IgG IMMUNOGLOBULINS#90.69.4
'90.70.3',INTRADERMOREACTION WITH PPD#90.70.3
'90.72.1',PROTEIN C ANTICOAGULANT ANTIGEN#90.72.1
'90.72.3',PCR <C-REACTIVE PROTEIN>#90.72.3
'90.72.4',FREE PROTEIN S#90.72.4
'90.72.5',TOTAL PROTEIN S#90.72.5
'90.73.2',TRANSFUSION COMPATIBILITY CROSS TEST.#90.73.2
'90.74.2',WR <WAALER ROSE REACTION>#90.74.2
'90.74.5',RETICULOCYTES#90.74.5
'90.75.4',PT <PROTHROMBIN TIME INR>#90.75.4
'90.76.1',PTT <PARTIAL THROMBOPLASTIN TIME>#90.76.1
'90.78.1',TINE TEST <TEST TINE>#90.78.1
'90.78.4',HLA-B GENOMIC TYPING#90.78.4
'90.81.5',TYPING SUBPOPULATIONS C. BLOOD#90.81.5
'90.82.3',TROPONIN I#90.82.3
'90.82.5',VES#90.82.5
'90.85.8',HELICOBACTER PYLORI STOOLS <HpSA>#90.85.8
'90.87.5',Ab ANTI BORRELIA#90.87.5
'90.91.1',CLOSTRIDIUM DIFFICLE RESEARCH D. e.i.a.#90.91.1
'90.93.2',OXYURI RESEARCH PERIANAL MATERIAL#90.93.2
'90.93.3',CONJUNCTIVAL swab microrg.+liev#90.93.3
'90.93.4',VAGINAL swab#90.93.4
'90.93.5',PHARYNGEAL SWAB#90.93.5
'90.94.2',URINE CULTURE <URINE CULTURE>#90.94.2
'90.94.3',COPROCULTURE <STOOL CULTURE>#90.94.3
'90.97.1',Ab ANTI LISTERIA#90.97.1
'90.98.4',FECI culture for fungi#90.98.4
'9042101',TSHR#9042101
'9056501',PSAR#9056501
'91.05.2',STOOL PARASITES#91.05.2
'91.06.8',TETANUS IgG#91.06.8
'91.07.1',WEIL-FELIX Ab ANTI RICKETTSIE#91.07.1
'91.08.1',Ab SALMONELLE AND BRUCELLE <WIDAL-WRIGHT>#91.08.1
'91.08.5',TASO <Ab ANTI ANTISTREPTOLYSIN-O>#91.08.5
'91.09.1',STREPTOZYME TEST#91.09.1
'91.09.4',TOXOPLASMA ANTIBODY Total (E.I.A.)#91.09.4
'91.10.4',TREPONEMA PALLIDUM TPHA qualitative#91.10.4
'91.10.5',TREPONEMA PALLIDUM TPHA quantitative#91.10.5
'91.11.1',TREPONEMA PALLIDUM VDRL#91.11.1
'91.13.3',ROTAVIRUS RESEARCH#91.13.3
'91.13.7',EPSTEIN BAR VCA IgM#91.13.7
'91.14.2',CYTOMEGALOVIRUS Ab <ANTIBODIES> f.c.#91.14.2
'91.17.1',HEPATITIS A Ab [HAV]#91.17.1
'91.17.2',HEPATITIS A IgM [HAV]#91.17.2
'91.17.3',HEPATITIS B DNA (P.C.R.) [HBV]#91.17.3
'91.17.5',HEPATITIS B HBcAg Ab [HBV]#91.17.5
'91.18.1',HEPATITIS B HBcAg IgM [HBV]#91.18.1
'91.18.2',HEPATITIS B HBeAg Ab [HBV]#91.18.2
'91.18.3',HEPATITIS B HBsAg Ab [HBV]#91.18.3
'91.18.5',HEPATITIS B HBsAg Ag [HBV] [AU ANTIGEN]#91.18.5
'91.19.3',HEPATITIS C RNA QUALITATIVE ANALYSIS [HCV]#91.19.3
'91.19.4',HEPATITIS C RNA (P.C.R.) [HCV]#91.19.4
'91.19.5',HEPATITIS C Ab [HCV]#91.19.5
'91.20.2',HEPATITIS C GENOMIC TYPING [HCV]#91.20.2
'91.21.1',EPSTEIN BARR VIRUS [EBV] ANTIBODY (EA or EBNA or VCA) (E.I.A.)#91.21.1
'91.21.2',EPSTEIN BARR Ab <EBV> <EBNA>#91.21.2
'91.21.5',HERPES VIRUS Ab f.c.#91.21.5
'91.22.2',HIV RNA (P.C.R.)#91.22.2
'91.22.4',ANTI HIV Ab 1-2#91.22.4
'91.24.3',Ab ANTI MEASLES#91.24.3
'91.25.1',Mumps IgG#91.25.1
'91.25.3',MUMPS Ab <ANTIBODIES> f.c.#91.25.3
'91.25.4',Ab ANTI PARVOVIRUS#91.25.4
'91.26.4',RUBELLA VIRUS ANTIBODY <RUBEO TEST>#91.26.4
'91.27.1',VARICELLA ZOSTER IgG#91.27.1
'91.27.3',VARICELLA ZOSTER Ab <ANTIBODIES> f.c.#91.27.3
'91.38.5',PAP TEST <VAGINAL CYTOLOGICAL>#91.38.5
'91.39.1',CYTOLOGICAL BY NEEDLE ASPIRATION#91.39.1
'91.39.4',URINE CYTOLOGICAL#91.39.4
'91.40.3',HISTOPATHOLOGY ORAL CAVITY BIOPSY#91.40.3
'91.40.5',HISTOPATHOLOGY Excisional SKIN BIOPSY#91.40.5
'91.41.1',HISTOPATHOLOGY SOFT TISSUES incisional#91.41.1
'91.41.3',HISTOPATHOLOGY Single DIGESTIVE BIOPSY#91.41.3
'91.41.4',HISTOPATHOLOGY Multiple DIGESTIVE BIOPSY#91.41.4
'91.42.4',HISTOPATHOLOGY PLEURAL BIOPSY#91.42.4
'91.44.4',HISTOPATHOLOGY CERVICAL BIOPSY#91.44.4
'91.46.4',HISTOPATHOLOGY ENDOCERVICAL POLYPECTOMY#91.46.4
'91.47.1',HISTOPATHOLOGY BREAST BIOPSY#91.47.1
'91.47.2',HISTOPATHOLOGY LYMPH NODE BIOPSY#91.47.2
'91.90.6',PRICK TEST <ALLERGOLOGICAL TEST>#91.90.6
'92.01.3',THYROID SPARKS#92.01.3
'92.09.1',CARDIAC TOMOSCENTS <PET> rest + stimulation#92.09.1
'92.09.2',CARDIAC TOMOSCINTIS <SPET> after stimulus#92.09.2
'92.18.2',TOTAL BODY BONE SHINS#92.18.2
'92.18.6',GLOBAL BODY TOMOSCENT (PET)#92.18.6
'93.08.1',EMG <ELECTROMIGRAPHY>#93.08.1
'93.11.2',Individual MOTOR REEDUCATION#93.11.2
'93.11.4',Individual SEGM. MOTOR REEDUCATION#93.11.4
'93.16',PHYSIOKINESTHERAPY#93.16
'93.19.1',Individual proprioceptive postural exercises.#93.19.1
'93.19.2',PROPRIOCEPTIVE POSTURAL EXERCISES.#93.19.2
'93.39.1',MASSAGES#93.39.1
'93.39.5',ANALGESIC ELECTROTHERAPY: TENS#93.39.5
'93.39.7',MUSCLE ELECTROSTIMULATIONS#93.39.7
'93.39.8',MAGNETIC THERAPY#93.39.8
'93.39.9',ULTRASOUND THERAPY in water#93.39.9
'93.56.4',ELASTIC ADHESIVE BANDAGE#93.56.4
'93.72.1',Individual SPEECH RE-EDUCATION#93.72.1
'94.01.2',INTELLECTUAL IMPAIRMENT TEST#94.01.2
'94.09',PSYCHOLOGICAL INTERVIEW <V.PSICOLOGICA>#94.09
'94.12.1',V. PSYCHIATRIC CONTROL#94.12.1
'94.19.1',V. PSYCHIATRIC <PSYCHIATRIC INTERVIEW>#94.19.1
'95.02',V. OPHELISTICS#95.02
'95.05',FIELD OF VISION <CAMPIMETRY>#95.05
'95.09.1',FUNDUS OCULAR <FUNDUS>#95.09.1
'95.12',FLUORANGIOGRAPHY<FLUORESCENT ANGIOGRAPHY>#95.12
'95.13.1',CORNEAL PACHYMETRY#95.13.1
'95.17',OPTICAL COHERENCE TOMOGRAPHY#95.17
'95.21',ERG <ELECTRORETINOGRAPHY><FLASHPATTERN>#95.21
'95.22',EOG <ELECTROOCULOGRAPHY>#95.22
'95.23',VEP <VISUAL EVOKED POTENTIALS>#95.23
'95.41.1',TONE AUDIOMETRIC EXAM#95.41.1
'95.41.3',AUTOMATIC AUDIOMETRY#95.41.3
'95.42',IMPEDENZOMETRY#95.42
'95.44.1',VESTIBULAR TEST caloric tests#95.44.1
'95.44.2',VESTIBULAR TEST positional tests#95.44.2
'95.45',VESTIBULAR TEST rotational tests#95.45
'96.59',WOUND DRESSING#96.59
'98.5',EXTRACORPOREAL LITHOTRIPSY#98.5
'99.07.1',BLOOD OR BLOOD COMPONENTS TRANSFUSION#99.07.1
'99.24.2',INFUSION OF OTHER PHARMACEUTICAL SUBSTANCES#99.24.2
'MW10',DISPOSABLE SYRINGES FOR INSULIN#MW10
'MW12',GLUCOSE TEST STRIPS#MW12
'MW1E',INHALATION TREATMENTS#MW1E
'MW1G',THERMAL TREATMENTS#MW1G
'MW31',AMBULANCE TRANSPORT#MW31
'MW32',INTRAMUSCULAR INJECTION AMBUL. NURSE.#MW32
'MW38',URINE COLLECTION BAGS#MW38
'MW3E',DRESSINGS IN THE NURSING CENTER#MW3E
'MW3P',ACE CONVERTING ENZYME#MW3P
'MW53',LANGERS#MW53
'MWA2',REMOVAL OF STITCHES#MWA2
'MW_1935',HEIGHT#MW_1935
'MW_1946',WEIGHT#MW_1946
'MW_2609',BMI<BODY MASS INDEX>#MW_2609
'MW_2832',SMOKE#MW_2832
'MW_3320',mmse mini mental state examination#MW_3320
'MW_3952',CLEARANCE CREATININE (COCKROFT)#MW_3952
'MW_5401',GFR estimated with MDRD formula#MW_5401
'ACARBOSIO',ACARBOSE#ACARBOSIO
'ACENOCUMAROLO',ACENOCUMAROL#ACENOCUMAROLO
'ACETAZOLAMIDE',ACETAZOLAMIDE#ACETAZOLAMIDE
'ACETILCARNITINA',ACETYLCARNITINE#ACETILCARNITINA
'ACETILCISTEINA',ACETYLCISTEINE#ACETILCISTEINA
'ACICLOVIR',ACYCLOVIR#ACICLOVIR
'ACIDO ACETILSALICILICO',ACETYLSALICYLIC ACID#ACIDO ACETILSALICILICO
'ACIDO ALENDRONICO',ALENDRONIC ACID#ACIDO ALENDRONICO
'ACIDO ALENDRONICO E COLECALCIFEROLO',ALENDRONIC ACID AND CHOLECALCIFEROL#ACIDO ALENDRONICO E COLECALCIFEROLO
'ACIDO ALGINICO',ALGINIC ACID#ACIDO ALGINICO
'ACIDO ASCORBICO (VIT. C)',ASCORBIC ACID (VIT. C)#ACIDO ASCORBICO (VIT. C)
'ACIDO CROMOGLICICO',CROMOGLYC ACID#ACIDO CROMOGLICICO
'ACIDO CROMOGLICICO ASSOCIAZIONI',CROMOGLYC ACID ASSOCIATIONS#ACIDO CROMOGLICICO ASSOCIAZIONI
'ACIDO FOLICO',FOLIC ACID#ACIDO FOLICO
'ACIDO IALURONICO',HYALURONIC ACID#ACIDO IALURONICO
'ACIDO IBANDRONICO',IBANDRONIC ACID#ACIDO IBANDRONICO
'ACIDO PIPEMIDICO',PIPEMIDIC ACID#ACIDO PIPEMIDICO
'ACIDO RISEDRONICO',RISEDRONIC ACID#ACIDO RISEDRONICO
'ACIDO TRANEXAMICO',TRANEXAMIC ACID#ACIDO TRANEXAMICO
'ACIDO URSODESOSSICOLICO',URSODEOXYCHOLIC ACID#ACIDO URSODESOSSICOLICO
'ACIDO VALPROICO',VALPROIC ACID#ACIDO VALPROICO
'ACITRETINA',ACITRETIN#ACITRETINA
'ACLIDINIO BROMURO',ACLIDINIUM BROMIDE#ACLIDINIO BROMURO
'ADEMETIONINA',ADEMETIONINE#ADEMETIONINA
'ALCALOIDI DELLOPPIO E SUOI DERIVATI',OPIUM ALKALOIDS AND ITS DERIVATIVES#ALCALOIDI DELLOPPIO E SUOI DERIVATI
'ALFACALCIDOLO',ALPHACALCIDOL#ALFACALCIDOLO
'ALFUZOSINA',ALFUZOSIN#ALFUZOSINA
'ALIMENTI DESTINATI A FINI SPECIALI (ALTRI)',FOODS INTENDED FOR SPECIAL PURPOSES (OTHER)#ALIMENTI DESTINATI A FINI SPECIALI (ALTRI)
'ALLOPURINOLO',ALLOPURINOL#ALLOPURINOLO
'ALMOTRIPTAN',ALMOTRIPTANE#ALMOTRIPTAN
'ALOPERIDOLO',HALOPERIDOL#ALOPERIDOLO
'ALPRAZOLAM',ALPRAZOLAM#ALPRAZOLAM
'ALTRE SOSTANZE CAPILLAROPROTETTRICI',OTHER CAPILLARY PROTECTIVE SUBSTANCES#ALTRE SOSTANZE CAPILLAROPROTETTRICI
'ALTRE SOSTANZE X TRATT.DI EMORROIDI E RAGADI ANALI U.TOPICO',OTHER SUBSTANCES FOR TREATMENT OF HAEMORROIDS AND ANAL FISCALS TOPICAL#ALTRE SOSTANZE X TRATT.DI EMORROIDI E RAGADI ANALI U.TOPICO
'ALTRI ANTIEMICRANICI',OTHER ANTI-MIGRAINE INDIVIDUALS#ALTRI ANTIEMICRANICI
'ALTRI CICATRIZZANTI',OTHER HEALING RESULTS#ALTRI CICATRIZZANTI
'ALTRI FARMACI DEL SISTEMA NERVOSO',OTHER NERVOUS SYSTEM DRUGS#ALTRI FARMACI DEL SISTEMA NERVOSO
'ALTRI FARMACI PER LE AFFEZIONI DEL SISTEMA MUSCOLO-SCHELETRI',OTHER DRUGS FOR DISEASES OF THE MUSCULAR-SKELETAL SYSTEM#ALTRI FARMACI PER LE AFFEZIONI DEL SISTEMA MUSCOLO-SCHELETRI
'ALTRI PREPARATI',OTHER PREPARATIONS#ALTRI PREPARATI
'ALTRI PSICOSTIMOLANTI E NOOTROPI',OTHER PSYCHOSTIMULANTS AND NOOTROPICS#ALTRI PSICOSTIMOLANTI E NOOTROPI
'ALTRI UROLOGICI',OTHER UROLOGICALS#ALTRI UROLOGICI
'ALTRI VACCINI BATTERICI',OTHER BACTERIAL VACCINES#ALTRI VACCINI BATTERICI
'AMANTADINA',AMANTADINE#AMANTADINA
'AMBROXOLO',AMBROXOL#AMBROXOLO
'AMIODARONE',AMIODARONE#AMIODARONE
'AMISULPRIDE',AMISULPRIDE#AMISULPRIDE
'AMITRIPTILINA',AMYTRIPTILINE#AMITRIPTILINA
'AMITRIPTILINA E PSICOLETTICI',AMITRIPTILINE AND PSYCHOLEPTICS#AMITRIPTILINA E PSICOLETTICI
'AMLODIPINA',AMLODIPINE#AMLODIPINA
'AMOXICILLINA',AMOXICILLIN#AMOXICILLINA
'AMOXICILLINA ED INIBITORI ENZIMATICI',AMOXICILLIN AND ENZYME INHIBITORS#AMOXICILLINA ED INIBITORI ENZIMATICI
'ANASTROZOLO',ANASTROZOLE#ANASTROZOLO
'ANATOSSINA TETANICA',TETANIC ANATOXIN#ANATOSSINA TETANICA
'ANTAGONISTI DEI RECETTORI ALFA-ADRENERGICI',ALPHA-ADRENERGIC RECEPTOR ANTAGONISTS#ANTAGONISTI DEI RECETTORI ALFA-ADRENERGICI
'ANTICOLINERGICI SINTETICI IN ASSOCIAZIONE CON PSICOLETTICI',SYNTHETIC ANTICHOLINERGICS IN ASSOCIATION WITH PSYCHOLEPTICS#ANTICOLINERGICI SINTETICI IN ASSOCIAZIONE CON PSICOLETTICI
'APIXABAN',APIXABAN#APIXABAN
'APPARATO DIGERENTE',DIGESTIVE SYSTEM#APPARATO DIGERENTE
'APPARATO MUSCOLO SCHELETRICO',MUSCLE-SKELETAL SYSTEM#APPARATO MUSCOLO SCHELETRICO
'APPARATO RESPIRATORIO',RESPIRATORY SYSTEM#APPARATO RESPIRATORIO
'APPARATO URO-GENITALE',URO-GENITAL SYSTEM#APPARATO URO-GENITALE
'ASENAPINA',ASENAPINE#ASENAPINA
'ASSOCIAZIONI',ASSOCIATIONS#ASSOCIAZIONI
'ASSOCIAZIONI DI DERIVATI IMIDAZOLICI',ASSOCIATIONS OF IMIDAZOLE DERIVATIVES#ASSOCIAZIONI DI DERIVATI IMIDAZOLICI
'ASSOCIAZIONI DI VITAMINE',VITAMIN ASSOCIATIONS#ASSOCIAZIONI DI VITAMINE
'ATENOLOLO',ATENOLOL#ATENOLOLO
'ATENOLOLO ED ALTRI DIURETICI',ATENOLOL AND OTHER DIURETICS#ATENOLOLO ED ALTRI DIURETICI
'ATORVASTATINA',ATORVASTATIN#ATORVASTATINA
'AVANAFIL',HAVANAFIL#AVANAFIL
'AZATIOPRINA',AZATHIOPRINE#AZATIOPRINA
'AZITROMICINA',AZITHROMYCIN#AZITROMICINA
'BACAMPICILLINA',BACAMPICILLIN#BACAMPICILLINA
'BACLOFENE',BACLOPHEN#BACLOFENE
'BARNIDIPINA',BARNIDIPINE#BARNIDIPINA
'BECLOMETASONE',BECLOMETHASONE#BECLOMETASONE
'BELLADONNA E DERIVATI ASSOCIATI A PSICOLETTICI',BELLADONNA AND DERIVATIVES ASSOCIATED WITH PSYCHOLEPTICS#BELLADONNA E DERIVATI ASSOCIATI A PSICOLETTICI
'BENDAZAC',BANDAZAC#BENDAZAC
'BENZILPENICILLINA BENZATINICA',BENZATHINE BENZYLPENICILLIN#BENZILPENICILLINA BENZATINICA
'BETAISTINA',BETAISTINA#BETAISTINA
'BETAMETASONE',BETAMETHASONE#BETAMETASONE
'BETAMETASONE ED ANTIBIOTICI',BETAMETHASONE AND ANTIBIOTICS#BETAMETASONE ED ANTIBIOTICI
'BETAMETASONE ED ANTIMICROBICI',BETAMETHASONE AND ANTIMICROBIALS#BETAMETASONE ED ANTIMICROBICI
'BETAXOLOLO',BETAXOLOL#BETAXOLOLO
'BICALUTAMIDE',BICALUTAMIDE#BICALUTAMIDE
'BIFOSFONATI',BIPHOSPHONATES#BIFOSFONATI
'BILASTINA',BILASTINA#BILASTINA
'BIMATOPROST',BIMATOPROST#BIMATOPROST
'BIPERIDENE',BIPERIDEN#BIPERIDENE
'BISACODIL',BISACODIL#BISACODIL
'BISOPROLOLO',BISOPROLOL#BISOPROLOLO
'BISOPROLOLO E TIAZIDI',BISOPROLOL AND THIAZIDES#BISOPROLOLO E TIAZIDI
'BRIMONIDINA',BRIMONIDINE#BRIMONIDINA
'BRINZOLAMIDE',BRINZOLAMIDE#BRINZOLAMIDE
'BROMAZEPAM',BROMAZEPAM#BROMAZEPAM
'BROMEXINA',BROMEXINE#BROMEXINA
'BUDESONIDE',BUDESONIDE#BUDESONIDE
'BUPRENORFINA',BUPRENORPHIN#BUPRENORFINA
